date,M_t,D_t,H_t,new_cases,infectiousness,delay_list
2021-04-27,61.12982886835603,0.7454964563390512,1.1218473048835131,512.0,727.2849855283924,"[10.0, 6.0, 6.0, 5.0, 8.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0, 6.0, 7.0, 8.0, 8.0, 8.0, 7.0, 8.0, 9.0, 9.0, 11.0, 10.0, 11.0, 12.0, 21.0]"
2021-04-28,61.09051145114064,0.7885491198645511,1.1223777190633346,769.0,694.3970208687404,"[8.0, 7.0, 6.0, 7.0, 8.0, 7.0, 5.0, 6.0, 7.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 6.0, 5.0, 7.0, 7.0, 7.0, 7.0, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0, 7.0, 7.0, 8.0, 8.0, 9.0, 9.0, 10.0, 9.0, 9.0, 9.0, 9.0, 10.0, 10.0, 9.0, 9.0, 10.0, 10.0, 11.0, 12.0, 13.0, 14.0]"
2021-04-29,60.93663534771108,0.7869957570063248,1.1234417072429572,679.0,650.3202411462183,"[7.0, 6.0, 6.0, 7.0, 5.0, 6.0, 6.0, 6.0, 5.0, 5.0, 6.0, 6.0, 6.0, 7.0, 7.0, 7.0, 9.0, 8.0, 8.0, 8.0, 8.0, 9.0, 9.0, 9.0, 10.0, 10.0, 11.0, 12.0]"
2021-04-30,60.76141646314033,0.7981764611785449,1.125017017559659,661.0,635.9012776911723,"[6.0, 12.0, 8.0, 6.0, 4.0, 5.0, 5.0, 7.0, 5.0, 5.0, 6.0, 5.0, 6.0, 6.0, 9.0, 7.0, 6.0, 7.0, 7.0, 8.0, 8.0, 8.0, 8.0, 9.0, 8.0, 8.0, 8.0, 9.0, 8.0, 9.0, 10.0, 10.0, 10.0, 10.0, 11.0, 14.0, 14.0]"
2021-05-01,60.666981305977934,0.7907513539960679,1.1270097615535135,627.0,634.0211943303207,"[6.0, 11.0, 11.0, 12.0, 7.0, 5.0, 5.0, 6.0, 5.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0, 6.0, 7.0, 7.0, 9.0, 7.0, 7.0, 8.0, 8.0, 9.0, 10.0, 10.0, 11.0, 11.0, 11.0, 12.0]"
2021-05-02,60.68996490240516,0.7533975021418912,1.1292615833261683,606.0,644.0720379137064,"[5.0, 6.0, 7.0, 12.0, 6.0, 9.0, 5.0, 7.0, 5.0, 6.0, 5.0, 20.0, 6.0, 5.0, 6.0, 6.0, 6.0, 7.0, 7.0, 8.0, 9.0, 9.0, 9.0]"
2021-05-03,60.77971980218245,0.732967594939522,1.1314960921824753,488.0,655.5716426040706,"[7.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 6.0, 6.0, 6.0, 5.0, 6.0, 7.0, 7.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0, 6.0, 7.0, 7.0, 7.0, 8.0, 8.0, 10.0, 8.0, 8.0, 8.0, 9.0, 8.0, 9.0, 11.0, 13.0]"
2021-05-04,60.8433260188697,0.7359359989868407,1.1332939551492782,541.0,650.4747375934977,"[8.0, 7.0, 4.0, 5.0, 7.0, 6.0, 6.0, 5.0, 5.0, 5.0, 6.0, 6.0, 6.0, 6.0, 5.0, 7.0, 7.0, 8.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 9.0, 15.0]"
2021-05-05,60.82183608511588,0.744130986701918,1.1341909094149172,676.0,622.2495930968041,"[5.0, 7.0, 6.0, 6.0, 7.0, 5.0, 5.0, 6.0, 5.0, 6.0, 6.0, 6.0, 5.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0, 8.0, 7.0, 6.0, 7.0, 7.0, 8.0, 7.0, 8.0, 9.0, 11.0, 11.0, 15.0]"
2021-05-06,60.7397672362689,0.7179986261652711,1.1338901521243514,574.0,587.5145768557998,"[7.0, 6.0, 5.0, 14.0, 8.0, 6.0, 4.0, 5.0, 6.0, 7.0, 5.0, 6.0, 9.0, 5.0, 5.0, 5.0, 6.0, 7.0, 5.0, 8.0, 5.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 5.0, 6.0, 5.0, 5.0, 8.0, 5.0, 6.0, 8.0, 6.0, 7.0, 7.0, 8.0, 8.0, 9.0, 11.0, 14.0]"
2021-05-07,60.68783467715448,0.7374404230835236,1.1324364254810324,525.0,582.7541991967903,"[7.0, 5.0, 7.0, 7.0, 13.0, 6.0, 6.0, 6.0, 5.0, 6.0, 5.0, 7.0, 4.0, 5.0, 5.0, 6.0, 6.0, 6.0, 7.0, 7.0, 6.0, 6.0, 7.0, 7.0, 9.0, 10.0, 12.0, 14.0]"
2021-05-08,60.75464561388162,0.7411898445996112,1.1302322278771917,701.0,583.4994438399262,"[6.0, 5.0, 4.0, 5.0, 6.0, 5.0, 5.0, 6.0, 6.0, 6.0, 6.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0, 9.0, 11.0, 12.0, 12.0]"
2021-05-09,60.95746798255287,0.7621500517856985,1.1278666524767365,564.0,581.1196630205528,"[6.0, 5.0, 5.0, 5.0, 5.0, 5.0, 6.0, 5.0, 8.0, 7.0, 6.0, 7.0, 7.0, 8.0, 8.0, 10.0, 10.0, 12.0, 12.0, 12.0]"
2021-05-10,61.22350407526048,0.7860941729828228,1.1259049137826826,463.0,592.7859620664403,"[11.0, 6.0, 6.0, 5.0, 5.0, 4.0, 6.0, 5.0, 6.0, 5.0, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0, 6.0, 7.0, 7.0, 8.0, 7.0, 8.0, 8.0, 8.0, 8.0, 8.0, 9.0, 9.0, 9.0, 10.0, 10.0, 10.0, 12.0, 12.0, 12.0, 13.0]"
2021-05-11,61.43764924501733,0.8190206566779058,1.1247204470827594,510.0,597.1678067583757,"[6.0, 8.0, 13.0, 6.0, 4.0, 6.0, 6.0, 5.0, 6.0, 7.0, 7.0, 6.0, 6.0, 7.0, 7.0, 7.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 9.0, 8.0, 10.0, 10.0, 10.0, 11.0, 12.0, 17.0, 16.0, 32.0]"
2021-05-12,61.52351290586744,0.7419601767948711,1.124438219064679,634.0,581.1580516152198,"[5.0, 5.0, 4.0, 10.0, 6.0, 6.0, 5.0, 5.0, 5.0, 5.0, 6.0, 6.0, 7.0, 7.0, 7.0, 8.0, 7.0, 7.0, 8.0, 9.0, 11.0, 12.0, 15.0]"
2021-05-13,61.49897315404074,0.7945923958188749,1.124983210555503,715.0,561.0884678185337,"[5.0, 7.0, 6.0, 6.0, 6.0, 6.0, 9.0, 6.0, 6.0, 6.0, 7.0, 6.0, 8.0, 8.0, 8.0, 9.0, 10.0, 9.0, 14.0, 20.0]"
2021-05-14,61.461383653269294,0.73715630203765,1.1261797483426452,1428.0,553.0555017874337,"[11.0, 5.0, 4.0, 4.0, 5.0, 9.0, 5.0, 5.0, 6.0, 5.0, 6.0, 6.0, 7.0, 7.0, 7.0, 7.0, 7.0, 9.0, 11.0, 10.0, 11.0, 8.0]"
2021-05-15,61.516077687527726,0.7483565006577901,1.1278378144699035,610.0,576.6549136488821,"[6.0, 9.0, 4.0, 5.0, 5.0, 6.0, 6.0, 5.0, 5.0, 6.0, 5.0, 6.0, 7.0, 6.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0, 8.0, 9.0, 10.0, 11.0, 17.0]"
2021-05-16,61.70116608763534,0.8009414016710962,1.1297519339499322,619.0,700.4273259361213,"[5.0, 7.0, 4.0, 6.0, 6.0, 6.0, 7.0, 7.0, 6.0, 7.0, 7.0, 8.0, 8.0, 10.0, 11.0, 8.0, 9.0, 12.0, 15.0, 17.0]"
2021-05-17,61.965103343960834,0.7670465364567733,1.1316269364410658,528.0,786.9840591710488,"[5.0, 5.0, 5.0, 5.0, 5.0, 8.0, 5.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0, 7.0, 8.0, 8.0, 9.0, 8.0, 8.0, 10.0, 9.0, 11.0, 11.0, 13.0, 14.0]"
2021-05-18,62.211711113606384,0.7961357831283896,1.1330432152762762,654.0,793.0576632961174,"[5.0, 6.0, 7.0, 7.0, 5.0, 5.0, 6.0, 6.0, 7.0, 7.0, 8.0, 7.0, 8.0, 6.0, 8.0, 7.0, 8.0, 7.0, 7.0, 8.0, 10.0, 12.0, 12.0, 12.0, 15.0]"
2021-05-19,62.37817868657912,0.7399380885060268,1.1335360349264,646.0,771.0208754815303,"[7.0, 4.0, 6.0, 9.0, 5.0, 5.0, 5.0, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0, 6.0, 6.0, 7.0, 6.0, 7.0, 8.0, 7.0, 8.0, 8.0, 8.0, 9.0, 5.0, 5.0, 5.0, 6.0, 7.0, 8.0, 7.0, 7.0, 11.0, 13.0]"
2021-05-20,62.48633533751983,0.6734494086992353,1.1328136479252977,561.0,691.5097318302045,"[5.0, 5.0, 5.0, 5.0, 6.0, 5.0, 6.0, 5.0, 5.0, 6.0, 6.0, 6.0, 7.0, 6.0, 7.0, 7.0, 6.0, 5.0, 5.0, 6.0, 6.0, 6.0, 6.0, 10.0]"
2021-05-21,62.62638156894141,0.7271047183420326,1.1309262311631894,666.0,654.8877742101736,"[8.0, 7.0, 4.0, 5.0, 6.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 6.0, 5.0, 5.0, 6.0, 8.0, 8.0, 8.0, 9.0, 9.0, 11.0, 11.0, 15.0, 15.0]"
2021-05-22,62.887480728496136,0.6757659078758453,1.1282769709176677,585.0,615.6823123701937,"[4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 6.0, 6.0, 6.0, 6.0, 7.0, 7.0, 6.0, 5.0, 5.0, 6.0, 7.0, 7.0, 7.0, 9.0, 20.0]"
2021-05-23,63.28570842502394,0.766728412119074,1.1254566762220894,538.0,622.9752748489383,"[5.0, 16.0, 5.0, 5.0, 5.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0, 6.0, 7.0, 8.0, 7.0, 8.0, 8.0, 8.0, 10.0, 16.0, 21.0]"
2021-05-24,63.74394580886384,0.7303917147995622,1.1230146244535972,516.0,616.1338701520186,"[5.0, 5.0, 6.0, 5.0, 5.0, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0, 9.0, 9.0]"
2021-05-25,64.14072777530558,0.7394217573281803,1.1212807798820146,705.0,606.4036832527331,"[4.0, 12.0, 6.0, 5.0, 7.0, 5.0, 5.0, 5.0, 5.0, 5.0, 6.0, 6.0, 6.0, 6.0, 7.0, 8.0, 8.0, 8.0, 8.0, 11.0, 15.0, 17.0]"
2021-05-26,64.39509100063344,0.8083945138866786,1.1202932684003148,629.0,588.5579398684658,"[9.0, 6.0, 5.0, 6.0, 5.0, 5.0, 6.0, 6.0, 6.0, 6.0, 7.0, 7.0, 12.0, 12.0, 14.0, 15.0, 8.0, 9.0, 9.0, 8.0, 8.0, 11.0, 16.0]"
2021-05-27,64.52603581106727,0.7905951501457334,1.119832472638805,587.0,589.9347184893803,"[9.0, 4.0, 6.0, 6.0, 6.0, 6.0, 7.0, 7.0, 7.0, 7.0, 8.0, 7.0, 8.0, 10.0, 14.0, 13.0]"
2021-05-28,64.63684133220868,0.7935723817994749,1.1195711914208206,533.0,598.5488291996014,"[10.0, 7.0, 9.0, 9.0, 8.0, 8.0, 6.0, 4.0, 6.0, 5.0, 5.0, 6.0, 6.0, 6.0, 7.0, 6.0, 6.0, 7.0, 7.0, 8.0, 7.0, 8.0, 8.0, 9.0, 8.0, 10.0, 12.0, 13.0, 18.0]"
2021-05-29,64.83760479243375,0.7938214235471025,1.1192678482256375,480.0,604.9218926264255,"[8.0, 6.0, 7.0, 4.0, 5.0, 5.0, 5.0, 6.0, 6.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0, 8.0, 9.0, 9.0, 9.0, 10.0, 10.0, 11.0, 11.0, 17.0]"
2021-05-30,65.16117398932721,0.7343484171766157,1.1189257858561872,430.0,602.4291781209638,"[6.0, 10.0, 5.0, 6.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 6.0, 6.0, 7.0, 6.0, 6.0, 6.0, 6.0, 7.0, 7.0, 7.0, 8.0, 9.0, 8.0, 8.0, 8.0, 9.0, 9.0, 10.0, 11.0, 11.0]"
2021-05-31,65.53555279173491,0.7640190938545222,1.1188167245698049,459.0,579.3961416234728,"[6.0, 7.0, 5.0, 5.0, 7.0, 5.0, 5.0, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0, 7.0, 6.0, 6.0, 7.0, 7.0, 8.0, 8.0, 9.0, 9.0, 8.0, 10.0, 9.0, 9.0, 10.0]"
2021-06-01,65.83371920813602,0.7470953868573993,1.1193372391620964,677.0,541.080808769015,"[6.0, 6.0, 6.0, 8.0, 9.0, 6.0, 5.0, 6.0, 5.0, 5.0, 5.0, 5.0, 5.0, 6.0, 6.0, 6.0, 6.0, 7.0, 7.0, 8.0, 6.0, 6.0, 6.0, 7.0, 6.0, 6.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0, 8.0, 8.0, 9.0, 12.0, 14.0]"
2021-06-02,65.9671069994512,0.725595973949275,1.1207260248991002,681.0,503.0189754656449,"[5.0, 4.0, 10.0, 5.0, 5.0, 7.0, 6.0, 5.0, 7.0, 5.0, 5.0, 6.0, 6.0, 7.0, 6.0, 6.0, 7.0, 8.0, 7.0, 7.0, 8.0, 7.0, 10.0, 11.0]"
2021-06-03,65.95416076295787,0.6949501391267086,1.1228301272268493,695.0,508.4081647602108,"[6.0, 5.0, 4.0, 5.0, 5.0, 7.0, 4.0, 5.0, 4.0, 5.0, 5.0, 6.0, 5.0, 5.0, 5.0, 7.0, 6.0, 6.0, 6.0, 6.0, 8.0, 5.0, 7.0, 9.0, 7.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0]"
2021-06-04,65.90961151556526,0.7145810872104397,1.1250448903390633,744.0,544.6125530713789,"[5.0, 6.0, 6.0, 5.0, 6.0, 7.0, 4.0, 4.0, 5.0, 6.0, 17.0, 5.0, 5.0, 5.0, 5.0, 5.0, 7.0, 8.0, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0, 6.0, 7.0, 7.0, 6.0, 6.0, 6.0, 6.0, 7.0, 7.0, 8.0, 7.0, 11.0, 13.0, 15.0]"
2021-06-05,65.96355318974273,0.7389974884979876,1.126541408243951,556.0,591.752821909859,"[6.0, 9.0, 6.0, 9.0, 6.0, 8.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 6.0, 5.0, 5.0, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0, 7.0, 12.0, 8.0, 7.0, 5.0, 8.0, 9.0, 8.0, 8.0, 9.0, 14.0]"
2021-06-06,66.16872111846058,0.7219849988188355,1.1266783824289162,485.0,648.5813967396576,"[5.0, 15.0, 6.0, 5.0, 6.0, 4.0, 5.0, 6.0, 6.0, 5.0, 6.0, 6.0, 5.0, 5.0, 6.0, 7.0, 6.0, 6.0, 6.0, 6.0, 7.0, 8.0, 10.0, 10.0, 11.0, 13.0]"
2021-06-07,66.46416257407537,0.7809627218017484,1.125350159365366,454.0,649.6441794640285,"[8.0, 6.0, 8.0, 7.0, 5.0, 7.0, 5.0, 5.0, 6.0, 4.0, 7.0, 6.0, 6.0, 7.0, 7.0, 8.0, 9.0, 8.0, 9.0, 10.0, 12.0, 13.0, 16.0]"
2021-06-08,66.72095559913255,0.7246802120519257,1.1230251712789718,602.0,634.4611593606594,"[7.0, 5.0, 6.0, 7.0, 6.0, 5.0, 8.0, 5.0, 5.0, 5.0, 5.0, 5.0, 6.0, 5.0, 5.0, 6.0, 6.0, 6.0, 6.0, 7.0, 7.0, 7.0, 9.0, 8.0, 12.0, 15.0, 16.0]"
2021-06-09,66.83697808258232,0.7241733152870959,1.1204392516390962,610.0,589.2169039751336,"[9.0, 5.0, 7.0, 6.0, 6.0, 6.0, 5.0, 5.0, 6.0, 5.0, 5.0, 5.0, 7.0, 6.0, 7.0, 6.0, 7.0, 7.0, 6.0, 7.0, 7.0, 7.0, 8.0, 14.0]"
2021-06-10,66.8109544235125,0.7273828285457072,1.1181835383533734,556.0,554.8107966240945,"[6.0, 5.0, 7.0, 6.0, 5.0, 8.0, 4.0, 5.0, 6.0, 9.0, 5.0, 5.0, 5.0, 5.0, 6.0, 6.0, 6.0, 6.0, 5.0, 6.0, 6.0, 5.0, 6.0, 6.0, 6.0, 7.0, 8.0, 8.0, 8.0, 10.0, 11.0, 14.0, 17.0, 17.0]"
2021-06-11,66.73662673082836,0.7148334911246712,1.1164738617373624,565.0,555.6275445018166,"[8.0, 12.0, 4.0, 4.0, 6.0, 4.0, 9.0, 5.0, 5.0, 6.0, 5.0, 5.0, 5.0, 5.0, 7.0, 7.0, 7.0, 9.0, 8.0, 8.0, 9.0, 16.0]"
2021-06-12,66.72528386365256,0.772356370380112,1.1152253301957231,452.0,557.8717048992035,"[6.0, 5.0, 5.0, 5.0, 6.0, 7.0, 6.0, 6.0, 7.0, 6.0, 7.0, 6.0, 8.0, 10.0, 10.0, 12.0, 11.0, 16.0]"
2021-06-13,66.81667296076473,0.7689682454620285,1.1142886665928988,399.0,565.4591505931186,"[5.0, 5.0, 5.0, 6.0, 7.0, 6.0, 5.0, 5.0, 6.0, 6.0, 6.0, 6.0, 8.0, 10.0, 7.0, 7.0, 8.0, 8.0, 8.0, 11.0, 14.0, 14.0, 17.0]"
2021-06-14,66.94747640959554,0.7632150838140555,1.113625832816862,373.0,552.706240015159,"[8.0, 7.0, 5.0, 7.0, 5.0, 5.0, 5.0, 5.0, 5.0, 6.0, 6.0, 6.0, 7.0, 7.0, 8.0, 9.0, 10.0, 9.0, 10.0, 13.0, 13.0]"
2021-06-15,66.99998200718031,0.7711064462629483,1.1133059515056876,545.0,521.054790409172,"[6.0, 5.0, 5.0, 5.0, 5.0, 5.0, 6.0, 6.0, 6.0, 6.0, 7.0, 8.0, 8.0, 8.0, 9.0, 11.0, 11.0, 13.0, 12.0, 11.0]"
2021-06-16,66.89347912223153,0.7450308349961358,1.1133708025897282,540.0,480.4271695836703,"[6.0, 8.0, 5.0, 7.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 6.0, 6.0, 7.0, 7.0, 6.0, 7.0, 6.0, 8.0, 8.0, 7.0, 8.0, 8.0, 8.0, 7.0, 8.0, 8.0, 8.0, 10.0]"
2021-06-17,66.64882465016763,0.7650756138277839,1.1137265966957737,507.0,464.16357985812346,"[5.0, 6.0, 5.0, 5.0, 5.0, 6.0, 6.0, 6.0, 6.0, 7.0, 6.0, 6.0, 6.0, 6.0, 8.0, 8.0, 9.0, 9.0, 10.0, 10.0, 11.0, 11.0, 11.0]"
2021-06-18,66.37350707131975,0.7694577389141571,1.1141575468736309,482.0,469.011312559741,"[5.0, 7.0, 7.0, 7.0, 6.0, 6.0, 5.0, 10.0, 5.0, 6.0, 6.0, 6.0, 6.0, 6.0, 5.0, 6.0, 7.0, 7.0, 6.0, 8.0, 9.0, 8.0, 8.0, 8.0, 10.0, 10.0, 11.0, 12.0]"
2021-06-19,66.18150020527625,0.7378171486686784,1.1144670662924194,429.0,481.9764683795992,"[5.0, 9.0, 6.0, 4.0, 5.0, 6.0, 5.0, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0, 9.0, 9.0, 9.0]"
2021-06-20,66.10852897631597,0.7871890423519743,1.114606096543974,357.0,490.51820428416977,"[7.0, 7.0, 5.0, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0, 6.0, 6.0, 7.0, 6.0, 6.0, 6.0, 7.0, 7.0, 8.0, 7.0, 8.0, 9.0, 8.0, 8.0, 8.0, 14.0, 10.0, 11.0, 11.0]"
2021-06-21,66.08605391730188,0.7344153774304502,1.1147147441348273,394.0,493.7786044789334,"[8.0, 6.0, 5.0, 6.0, 6.0, 5.0, 5.0, 6.0, 11.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 6.0, 6.0, 7.0, 7.0, 7.0, 7.0, 6.0, 6.0, 6.0, 6.0, 7.0, 6.0, 6.0, 6.0, 6.0, 7.0, 7.0, 7.0, 7.0, 12.0, 7.0, 8.0, 10.0, 22.0, 21.0]"
2021-06-22,65.99336026391887,0.6928254094323024,1.1150158677176494,645.0,462.1352216009535,"[7.0, 5.0, 4.0, 4.0, 6.0, 6.0, 14.0, 4.0, 4.0, 7.0, 5.0, 5.0, 8.0, 5.0, 6.0, 6.0, 6.0, 6.0, 6.0, 8.0, 8.0, 10.0, 13.0]"
2021-06-23,65.74882867436064,0.7261968747702758,1.115648019774113,610.0,435.3346907314781,"[11.0, 7.0, 7.0, 5.0, 5.0, 7.0, 7.0, 5.0, 7.0, 5.0, 5.0, 5.0, 6.0, 5.0, 5.0, 5.0, 6.0, 6.0, 6.0, 5.0, 5.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0, 7.0, 8.0, 8.0, 12.0, 12.0, 18.0, 18.0]"
2021-06-24,65.37260086874493,0.6496126967671317,1.1165653493472834,634.0,443.4786412741443,"[6.0, 6.0, 4.0, 4.0, 5.0, 5.0, 6.0, 6.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0, 7.0, 8.0, 9.0]"
2021-06-25,64.97034557816231,0.7204491924927432,1.1175715909842847,668.0,484.5345333873207,"[11.0, 5.0, 6.0, 6.0, 7.0, 4.0, 7.0, 6.0, 5.0, 6.0, 5.0, 5.0, 6.0, 6.0, 6.0, 6.0, 5.0, 6.0, 8.0, 6.0, 6.0, 6.0, 6.0, 7.0, 7.0, 6.0, 6.0, 7.0, 7.0, 7.0, 8.0, 9.0, 10.0]"
2021-06-26,64.65387080968037,0.7156747583575618,1.118470771832859,614.0,536.0688829940921,"[10.0, 6.0, 6.0, 6.0, 5.0, 5.0, 6.0, 9.0, 4.0, 6.0, 5.0, 5.0, 5.0, 5.0, 5.0, 6.0, 5.0, 6.0, 7.0, 6.0, 5.0, 6.0, 5.0, 6.0, 6.0, 6.0, 6.0, 12.0, 6.0, 14.0, 6.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 9.0, 16.0]"
2021-06-27,64.45797243878899,0.6803733375793399,1.1192139389383322,501.0,595.5494259256025,"[6.0, 6.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 6.0, 5.0, 6.0, 6.0, 7.0, 6.0, 7.0, 7.0, 7.0, 7.0, 9.0, 11.0, 13.0]"
2021-06-28,64.31606625109823,0.7213685854016005,1.1199348944055287,595.0,617.5503708222702,"[6.0, 5.0, 6.0, 7.0, 5.0, 6.0, 5.0, 7.0, 7.0, 5.0, 6.0, 5.0, 5.0, 7.0, 6.0, 6.0, 7.0, 7.0, 6.0, 7.0, 7.0, 11.0, 38.0]"
2021-06-29,64.11155850147489,0.7556560840761473,1.1208489748403927,794.0,611.2067444998506,"[7.0, 5.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0, 7.0, 6.0, 7.0, 6.0, 7.0, 7.0, 7.0, 7.0, 11.0, 11.0]"
