date,home_fitted_trend,home_fitted_lower,home_fitted_upper,fitted_trend,fitted_trend_upper,fitted_trend_lower,retail_fitted_upper,retail_fitted_lower
2020-09-15,6.148157730833605,0.1601133636437193,12.13620209802349,-19.508113355791075,43.91568489224409,-82.93191160382625,43.91568489224409,-82.93191160382625
2020-09-16,6.081465054964296,0.09342068777440993,12.06950942215418,-18.31671831389522,45.107079934139946,-81.74051656193039,45.107079934139946,-81.74051656193039
2020-09-17,5.987098425994476,-0.000945941195409139,11.97514279318436,-16.840088086664256,46.58371016137092,-80.26388633469944,46.58371016137092,-80.26388633469944
2020-09-18,5.877952699712399,-0.11009166747748642,11.865997066902285,-15.234450819513535,48.189347428521636,-78.65824906754871,48.189347428521636,-78.65824906754871
2020-09-19,5.760184828545654,-0.22785953864423086,11.748229195735538,-13.624698594149564,49.7990996538856,-77.04849684218473,49.7990996538856,-77.04849684218473
2020-09-20,5.640052504401109,-0.3479918627887762,11.628096871590994,-12.001470103314677,51.422328144720495,-75.42526835134984,51.422328144720495,-75.42526835134984
2020-09-21,5.514962136682078,-0.4730822305078076,11.503006503871962,-10.329807351070192,53.093990896964975,-73.75360559910536,53.093990896964975,-73.75360559910536
2020-09-22,5.382181563523749,-0.605862803666137,11.370225930713634,-8.51736625264046,54.90643199539471,-71.94116450067563,54.90643199539471,-71.94116450067563
2020-09-23,5.241739765603887,-0.7463046015859984,11.229784132793771,-6.566492428158275,56.857305819876885,-69.99029067619344,56.857305819876885,-69.99029067619344
2020-09-24,5.09653607253591,-0.8915082946539746,11.084580439725796,-4.561498740821468,58.8622995072137,-67.98529698885663,58.8622995072137,-67.98529698885663
2020-09-25,4.954675381041055,-1.0333689861488309,10.942719748230939,-2.591385203301866,60.8324130447333,-66.01518345133704,60.8324130447333,-66.01518345133704
2020-09-26,4.817595090068247,-1.1704492771216377,10.805639457258133,-0.7182426414481711,62.705555606587,-64.14204088948335,62.705555606587,-64.14204088948335
2020-09-27,4.6856733562515736,-1.3023710109383118,10.67371772344146,1.13252578253763,64.5563240305728,-62.29127246549755,64.5563240305728,-62.29127246549755
2020-09-28,4.551124951325598,-1.436919415864287,10.539169318515484,3.0470124527596765,66.47081070079484,-60.376785795275495,66.47081070079484,-60.376785795275495
2020-09-29,4.4091432544108455,-1.57890111277904,10.397187621600732,5.127744900912061,68.55154314894722,-58.296053347123106,68.55154314894722,-58.296053347123106
2020-09-30,4.264893354368736,-1.723151012821149,10.25293772155862,7.384876386512171,70.80867463454733,-56.038921861523,70.80867463454733,-56.038921861523
2020-10-01,4.128007867410725,-1.8600364997791612,10.116052234600609,9.726519417644496,73.15031766567967,-53.69727883039068,73.15031766567967,-53.69727883039068
