date,M_t,delay_list,new_cases,gi_vals,infectiousness,D_t,home,H_t
2020-05-08,57.50478822801154,[9.0],12.0,"[0.0, 0.1351037390747074, 0.21375347652532523, 0.22308948005513782, 0.19194497723826218, 0.12318077482507771, 0.05991687173938354, 0.027811849788461743, 0.013041484471846446, 0.0063387148010432435, 0.003121693385878933, 0.001433571274881135, 0.0006745156320908878, 0.00031835763221831087, 0.00014785621314721868, 6.691023839484258e-05, 3.165005140562861e-05, 1.521441822551437e-05, 5.998488618046832e-06, 2.8641458943817413e-06]",40.33314667534189,0.7501432585697689,1.041085442623127,1.1505429537331582
2020-05-09,57.45408582832765,"[8.0, 9.0, 9.0, 14.0, 16.0]",18.0,"[0.0, 0.1351037390747074, 0.21375347652532523, 0.22308948005513782, 0.19194497723826218, 0.12318077482507771, 0.05991687173938354, 0.027811849788461743, 0.013041484471846446, 0.0063387148010432435, 0.003121693385878933, 0.001433571274881135, 0.0006745156320908878, 0.00031835763221831087, 0.00014785621314721868, 6.691023839484258e-05, 3.165005140562861e-05, 1.521441822551437e-05, 5.998488618046832e-06, 2.8641458943817413e-06]",31.641590919823276,0.7501432585697689,1.0384434627129782,1.1476232016695163
2020-05-10,57.523618591790445,"[7.0, 7.0, 7.0, 7.0, 9.0, 13.0, 13.0, 9.0]",34.0,"[0.0, 0.11762483288918615, 0.18621712648426025, 0.19465844251040898, 0.1716808323460601, 0.13795242188490897, 0.10450980121726004, 0.03801038941377903, 0.026838434529103106, 0.009262193077385154, 0.006279373149838277, 0.004195860343428688, 0.0027702921543811374, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",27.223243257299288,0.8625478802584736,1.0361805330866174,1.1451223524310106
2020-05-11,57.66493806114481,"[12.0, 14.0, 8.0]",35.0,"[0.0, 0.1351037390747074, 0.21375347652532523, 0.22308948005513782, 0.19194497723826218, 0.12318077482507771, 0.05991687173938354, 0.027811849788461743, 0.013041484471846446, 0.0063387148010432435, 0.003121693385878933, 0.001433571274881135, 0.0006745156320908878, 0.00031835763221831087, 0.00014785621314721868, 6.691023839484258e-05, 3.165005140562861e-05, 1.521441822551437e-05, 5.998488618046832e-06, 2.8641458943817413e-06]",19.320542439770826,0.7501432585697689,1.0344625065128457,1.1432236961941131
2020-05-12,57.78399543208177,"[7.0, 5.0, 5.0, 8.0]",27.0,"[0.0, 0.1351037390747074, 0.21375347652532523, 0.22308948005513782, 0.19194497723826218, 0.12318077482507771, 0.05991687173938354, 0.027811849788461743, 0.013041484471846446, 0.0063387148010432435, 0.003121693385878933, 0.001433571274881135, 0.0006745156320908878, 0.00031835763221831087, 0.00014785621314721868, 6.691023839484258e-05, 3.165005140562861e-05, 1.521441822551437e-05, 5.998488618046832e-06, 2.8641458943817413e-06]",19.088796020201077,0.7501432585697689,1.0333579017744845,1.142002955660868
2020-05-13,57.817180632634326,"[6.0, 14.0]",26.0,"[0.0, 0.1351037390747074, 0.21375347652532523, 0.22308948005513782, 0.19194497723826218, 0.12318077482507771, 0.05991687173938354, 0.027811849788461743, 0.013041484471846446, 0.0063387148010432435, 0.003121693385878933, 0.001433571274881135, 0.0006745156320908878, 0.00031835763221831087, 0.00014785621314721868, 6.691023839484258e-05, 3.165005140562861e-05, 1.521441822551437e-05, 5.998488618046832e-06, 2.8641458943817413e-06]",22.24746896460449,0.7501432585697689,1.0328054668705005,1.141392438925014
2020-05-14,57.78549957223124,"[11.0, 14.0, 18.0]",29.0,"[0.0, 0.1351037390747074, 0.21375347652532523, 0.22308948005513782, 0.19194497723826218, 0.12318077482507771, 0.05991687173938354, 0.027811849788461743, 0.013041484471846446, 0.0063387148010432435, 0.003121693385878933, 0.001433571274881135, 0.0006745156320908878, 0.00031835763221831087, 0.00014785621314721868, 6.691023839484258e-05, 3.165005140562861e-05, 1.521441822551437e-05, 5.998488618046832e-06, 2.8641458943817413e-06]",25.505800593976975,0.7501432585697689,1.0325960923452886,1.1411610512071466
2020-05-15,57.781956203782116,"[7.0, 10.0, 11.0, 12.0]",27.0,"[0.0, 0.1351037390747074, 0.21375347652532523, 0.22308948005513782, 0.19194497723826218, 0.12318077482507771, 0.05991687173938354, 0.027811849788461743, 0.013041484471846446, 0.0063387148010432435, 0.003121693385878933, 0.001433571274881135, 0.0006745156320908878, 0.00031835763221831087, 0.00014785621314721868, 6.691023839484258e-05, 3.165005140562861e-05, 1.521441822551437e-05, 5.998488618046832e-06, 2.8641458943817413e-06]",27.434474715824628,0.7501432585697689,1.032439767083794,1.1409882902398527
2020-05-16,57.90414934576331,"[7.0, 7.0, 10.0, 13.0]",19.0,"[0.0, 0.1351037390747074, 0.21375347652532523, 0.22308948005513782, 0.19194497723826218, 0.12318077482507771, 0.05991687173938354, 0.027811849788461743, 0.013041484471846446, 0.0063387148010432435, 0.003121693385878933, 0.001433571274881135, 0.0006745156320908878, 0.00031835763221831087, 0.00014785621314721868, 6.691023839484258e-05, 3.165005140562861e-05, 1.521441822551437e-05, 5.998488618046832e-06, 2.8641458943817413e-06]",28.239344873913705,0.7501432585697689,1.0320916451325768,1.1406035674864508
2020-05-17,58.18110383181261,"[5.0, 9.0, 10.0, 14.0]",13.0,"[0.0, 0.1351037390747074, 0.21375347652532523, 0.22308948005513782, 0.19194497723826218, 0.12318077482507771, 0.05991687173938354, 0.027811849788461743, 0.013041484471846446, 0.0063387148010432435, 0.003121693385878933, 0.001433571274881135, 0.0006745156320908878, 0.00031835763221831087, 0.00014785621314721868, 6.691023839484258e-05, 3.165005140562861e-05, 1.521441822551437e-05, 5.998488618046832e-06, 2.8641458943817413e-06]",28.03637738856308,0.7501432585697689,1.0314678612206087,1.1399142002595315
2020-05-18,58.54927830852729,"[7.0, 11.0, 10.0]",15.0,"[0.0, 0.1351037390747074, 0.21375347652532523, 0.22308948005513782, 0.19194497723826218, 0.12318077482507771, 0.05991687173938354, 0.027811849788461743, 0.013041484471846446, 0.0063387148010432435, 0.003121693385878933, 0.001433571274881135, 0.0006745156320908878, 0.00031835763221831087, 0.00014785621314721868, 6.691023839484258e-05, 3.165005140562861e-05, 1.521441822551437e-05, 5.998488618046832e-06, 2.8641458943817413e-06]",26.571837400345718,0.7501432585697689,1.030670504412552,1.139033011051075
2020-05-19,58.89620219703546,"[6.0, 5.0]",13.0,"[0.0, 0.1351037390747074, 0.21375347652532523, 0.22308948005513782, 0.19194497723826218, 0.12318077482507771, 0.05991687173938354, 0.027811849788461743, 0.013041484471846446, 0.0063387148010432435, 0.003121693385878933, 0.001433571274881135, 0.0006745156320908878, 0.00031835763221831087, 0.00014785621314721868, 6.691023839484258e-05, 3.165005140562861e-05, 1.521441822551437e-05, 5.998488618046832e-06, 2.8641458943817413e-06]",23.840047333981264,0.7501432585697689,1.029880131300677,1.138159539789776
2020-05-20,59.140212585075446,"[6.0, 12.0, 14.0]",32.0,"[0.0, 0.1351037390747074, 0.21375347652532523, 0.22308948005513782, 0.19194497723826218, 0.12318077482507771, 0.05991687173938354, 0.027811849788461743, 0.013041484471846446, 0.0063387148010432435, 0.003121693385878933, 0.001433571274881135, 0.0006745156320908878, 0.00031835763221831087, 0.00014785621314721868, 6.691023839484258e-05, 3.165005140562861e-05, 1.521441822551437e-05, 5.998488618046832e-06, 2.8641458943817413e-06]",20.873230627334685,0.7501432585697689,1.0292105109344565,1.1374195169612078
2020-05-21,59.288542880105354,"[9.0, 11.0]",12.0,"[0.0, 0.1351037390747074, 0.21375347652532523, 0.22308948005513782, 0.19194497723826218, 0.12318077482507771, 0.05991687173938354, 0.027811849788461743, 0.013041484471846446, 0.0063387148010432435, 0.003121693385878933, 0.001433571274881135, 0.0006745156320908878, 0.00031835763221831087, 0.00014785621314721868, 6.691023839484258e-05, 3.165005140562861e-05, 1.521441822551437e-05, 5.998488618046832e-06, 2.8641458943817413e-06]",18.019641376759672,0.7501432585697689,1.0286135758552577,1.136759821396281
2020-05-22,59.42666667703162,"[6.0, 6.0, 8.0, 8.0, 8.0]",20.0,"[0.0, 0.1351037390747074, 0.21375347652532523, 0.22308948005513782, 0.19194497723826218, 0.12318077482507771, 0.05991687173938354, 0.027811849788461743, 0.013041484471846446, 0.0063387148010432435, 0.003121693385878933, 0.001433571274881135, 0.0006745156320908878, 0.00031835763221831087, 0.00014785621314721868, 6.691023839484258e-05, 3.165005140562861e-05, 1.521441822551437e-05, 5.998488618046832e-06, 2.8641458943817413e-06]",18.39684776311971,0.7501432585697689,1.0279098101547084,1.135982063265492
2020-05-23,59.649218594006385,"[6.0, 7.0, 8.0, 8.0, 6.0]",23.0,"[0.0, 0.1351037390747074, 0.21375347652532523, 0.22308948005513782, 0.19194497723826218, 0.12318077482507771, 0.05991687173938354, 0.027811849788461743, 0.013041484471846446, 0.0063387148010432435, 0.003121693385878933, 0.001433571274881135, 0.0006745156320908878, 0.00031835763221831087, 0.00014785621314721868, 6.691023839484258e-05, 3.165005140562861e-05, 1.521441822551437e-05, 5.998488618046832e-06, 2.8641458943817413e-06]",18.441170699052293,0.7501432585697689,1.0269240853884711,1.1348927014920174
2020-05-24,59.98368071074169,[9.0],25.0,"[0.0, 0.1351037390747074, 0.21375347652532523, 0.22308948005513782, 0.19194497723826218, 0.12318077482507771, 0.05991687173938354, 0.027811849788461743, 0.013041484471846446, 0.0063387148010432435, 0.003121693385878933, 0.001433571274881135, 0.0006745156320908878, 0.00031835763221831087, 0.00014785621314721868, 6.691023839484258e-05, 3.165005140562861e-05, 1.521441822551437e-05, 5.998488618046832e-06, 2.8641458943817413e-06]",18.750815307043407,0.7501432585697689,1.025617920089012,1.1334492087486006
2020-05-25,60.36493501170069,[9.0],16.0,"[0.0, 0.1351037390747074, 0.21375347652532523, 0.22308948005513782, 0.19194497723826218, 0.12318077482507771, 0.05991687173938354, 0.027811849788461743, 0.013041484471846446, 0.0063387148010432435, 0.003121693385878933, 0.001433571274881135, 0.0006745156320908878, 0.00031835763221831087, 0.00014785621314721868, 6.691023839484258e-05, 3.165005140562861e-05, 1.521441822551437e-05, 5.998488618046832e-06, 2.8641458943817413e-06]",19.64642943141428,0.7501432585697689,1.024121439255311,1.131795391100096
2020-05-26,60.679886750432175,[7.0],19.0,"[0.0, 0.1351037390747074, 0.21375347652532523, 0.22308948005513782, 0.19194497723826218, 0.12318077482507771, 0.05991687173938354, 0.027811849788461743, 0.013041484471846446, 0.0063387148010432435, 0.003121693385878933, 0.001433571274881135, 0.0006745156320908878, 0.00031835763221831087, 0.00014785621314721868, 6.691023839484258e-05, 3.165005140562861e-05, 1.521441822551437e-05, 5.998488618046832e-06, 2.8641458943817413e-06]",20.647199656113248,0.7501432585697689,1.022646108236581,1.1301649469131645
2020-05-27,60.85034474865112,"[6.0, 6.0, 6.0, 10.0, 13.0]",40.0,"[0.0, 0.1351037390747074, 0.21375347652532523, 0.22308948005513782, 0.19194497723826218, 0.12318077482507771, 0.05991687173938354, 0.027811849788461743, 0.013041484471846446, 0.0063387148010432435, 0.003121693385878933, 0.001433571274881135, 0.0006745156320908878, 0.00031835763221831087, 0.00014785621314721868, 6.691023839484258e-05, 3.165005140562861e-05, 1.521441822551437e-05, 5.998488618046832e-06, 2.8641458943817413e-06]",20.64416735100777,0.7501432585697689,1.0213287415872416,1.128709075133744
2020-05-28,60.89154148247805,"[6.0, 15.0]",79.0,"[0.0, 0.1351037390747074, 0.21375347652532523, 0.22308948005513782, 0.19194497723826218, 0.12318077482507771, 0.05991687173938354, 0.027811849788461743, 0.013041484471846446, 0.0063387148010432435, 0.003121693385878933, 0.001433571274881135, 0.0006745156320908878, 0.00031835763221831087, 0.00014785621314721868, 6.691023839484258e-05, 3.165005140562861e-05, 1.521441822551437e-05, 5.998488618046832e-06, 2.8641458943817413e-06]",20.418897699620867,0.7501432585697689,1.0201587926636608,1.1274161202665027
2020-05-29,60.89883299276043,"[5.0, 7.0, 7.0, 9.0, 11.0]",58.0,"[0.0, 0.1351037390747074, 0.21375347652532523, 0.22308948005513782, 0.19194497723826218, 0.12318077482507771, 0.05991687173938354, 0.027811849788461743, 0.013041484471846446, 0.0063387148010432435, 0.003121693385878933, 0.001433571274881135, 0.0006745156320908878, 0.00031835763221831087, 0.00014785621314721868, 6.691023839484258e-05, 3.165005140562861e-05, 1.521441822551437e-05, 5.998488618046832e-06, 2.8641458943817413e-06]",22.793033313632634,0.7501432585697689,1.0190195111799651,1.1261570571486073
